CREDENTIAL_TITLE_REPORTED_TO_NSC	CREDENTIAL_LEVEL_CODE	CREDENTIAL_LEVEL_DESC
AA    BACHELOR OF HEALTH SERVICES	A	Associates
AA    BACHELOR OF PUBLIC MANAGEMENT	A	Associates
AA    BACHELOR OF SCIENCE	A	Associates
AA    BACHELOR OF SCIENCE IN COMPUTER ENGINEERING	A	Associates
AA    BACHELOR OF SCIENCE IN EDUCATION	A	Associates
AA    BACHELOR OF SCIENCE IN ELECTRICAL ENGINEERING	A	Associates
AA    BACHELOR OF SCIENCE IN MECHANICAL ENGINEERING	A	Associates
AA    BACHELOR OF SCIENCE IN MEDICAL TECHNOLOGY	A	Associates
AA    BACHELOR OF SCIENCE IN NURSING	A	Associates
AA    BACHELOR OF SCIENCE IN OCEAN ENGINEERING	A	Associates
AA    BACHELOR OF SOCIAL WORK	A	Associates
AA    BACHELOR'S DEGREE EXPERIMENTAL	A	Associates
AA    COMPLETED NCATE & FLA STATE APPROVED TEACHER	A	Associates
AA    DOCTOR OF PHILOSOPHY	A	Associates
AA    ED LEADERSHIP CORE WITH A SPECIALIZATION	A	Associates
AA    EDUCATION SPECIALIST	A	Associates
AA    MASTER OF ACCOUNTING	A	Associates
AA    MASTER OF ARTS	A	Associates
AA    MASTER OF ARTS IN TEACHING	A	Associates
AA    MASTER OF BUSINESS ADMINISTRATION	A	Associates
AA    MASTER OF COMPUTER ENGINEERING	A	Associates
AA    MASTER OF EDUCATION	A	Associates
AA    MASTER OF ENGINEERING	A	Associates
AA    MASTER OF PUBLIC ADMINISTRATION	A	Associates
AA    MASTER OF SCIENCE	A	Associates
AA    MASTER OF SCIENCE IN COMPUTER ENGINEERING	A	Associates
AA    MASTER OF SCIENCE IN COMPUTER SCIENCE	A	Associates
AA    MASTER OF SCIENCE IN ENGINEERING	A	Associates
AA    MASTER OF URBAN AND REGIONAL PLANNING	A	Associates
AA   ASSOCIATE OF ARTS	A	Associates
AA  ACCOUNTING	A	Associates
AA  ASSOCIATE IN ARTS	A	Associates
AA  BIOMED PHOTOG	A	Associates
AA  CIVIL ENGRG	A	Associates
AA  COLLEGE PREMAJOR	A	Associates
AA  COLLEGE PREMAJOR        SP	A	Associates
AA  DRAFTING TECH	A	Associates
AA  EARLY CHILD EDUC	A	Associates
AA  ENV HORTICULTURE	A	Associates
AA  ENVIRON HORT	A	Associates
AA  FASHION MDSG	A	Associates
AA  FASHION MERCH	A	Associates
AA  GENERAL BUS MGMT	A	Associates
AA  GENERAL STUDIES	A	Associates
AA  GRAPHIC REPROD	A	Associates
AA  GRAPHIC REPRODUC	A	Associates
AA  HORTICULTURE	A	Associates
AA  INTER DESIGN TEC	A	Associates
AA  LAW ENFORCEMENT	A	Associates
AA  MARKETING MANAGEMENT    SP	A	Associates
AA  MARKETING MGMT	A	Associates
AA  MEDIA TECH	A	Associates
AA  MEDIA TECHNICIAN	A	Associates
AA  NURSING	A	Associates
AA  PROF SECRETARY	A	Associates
AA  RADIOLOGIC TECH	A	Associates
AA  REAL ESTATE	A	Associates
AA  RECREATION LDR	A	Associates
AA  RECREATION LEAD	A	Associates
AA  SOCIAL SERVICES	A	Associates
AA  UNIV COLL TRFR DTA	A	Associates
AA & CERT FIRE COMMAND ADM/HRN	A	Associates
AA - ASSOCIATE IN ARTS	A	Associates
AA - CHEMICAL DEPENDENCY COUNSELING	A	Associates
AA - GENERAL EDUCATION	A	Associates
AA - LIBERAL ARTS	A	Associates
AA - LIBERAL ARTS & SCIENCE	A	Associates
AA - PRE-BAC UNDECIDED	A	Associates
AA -FIELD OF STUDY	A	Associates
AA A&S ARTS	A	Associates
AA ACCOUNTANT               SP	A	Associates
AA ACCOUNTANT               SU	A	Associates
AA ACCOUNTANT               WI	A	Associates
AA ACCOUNTANT   WITH HONORS WI	A	Associates
AA ACCOUNTANT - WITH HONORS SP	A	Associates
AA ACCOUNTIN  - WITH HONORS SP	A	Associates
AA ACCOUNTING	A	Associates
AA ACCOUNTING                F	A	Associates
AA ACCOUNTING               FA	A	Associates
AA ACCOUNTING               SP	A	Associates
AA ACCOUNTING               SU	A	Associates
AA ACCOUNTING               WI	A	Associates
AA ACCOUNTING               WN	A	Associates
AA ACCOUNTING              SPR	A	Associates
AA ACCOUNTING             FALL	A	Associates
AA ACCOUNTING  WITH HONORS  SP	A	Associates
AA ACCOUNTING - HONORS       W	A	Associates
AA ACCOUNTING - HONORS    FALL	A	Associates
AA ACCOUNTING - WITH HONORS  F	A	Associates
AA ACCOUNTING / HONORS	A	Associates
AA ACCOUNTING / HONORS      SP	A	Associates
AA ACCOUNTING / HONORS      WI	A	Associates
AA ACCOUNTING / HOONORS     SP	A	Associates
AA ACCOUNTING / WITH HONORS	A	Associates
AA ACCOUNTING / WITH HONORS SP	A	Associates
AA ACCOUNTING HONORS       SPR	A	Associates
AA ACCOUNTING WITH HONORS	A	Associates
AA ACCOUNTING WITH HONORS   SP	A	Associates
AA ACCOUNTING WITH HONORS   WI	A	Associates
AA ACCOUNTING/HONORS	A	Associates
AA ACCOUNTIONG              SP	A	Associates
AA AD MIN CRIMINAL JUSTICE  SU	A	Associates
AA ADDICTION COUNSEL DTA W/HNR	A	Associates
AA ADDICTION COUNSEL EDUC DTA	A	Associates
AA ADDICTION COUNSEL EDUC DTA W/HONORS	A	Associates
AA ADDICTION COUNSEL EDUC DTA WITH HONORS	A	Associates
AA ADM CRIMINAL JUSTICE   FALL	A	Associates
AA ADM OFF SYSTEMS MNGR/HONORS	A	Associates
AA ADM OFFICE SYST MNGR/HONORS	A	Associates
AA ADM OFFICE SYSTEMS	A	Associates
AA ADM OFFICE SYSTEMS MANAGER	A	Associates
AA ADM OFFICE SYSTS MGR/HONORS	A	Associates
AA ADMIN CRIMINAL JUSTICE	A	Associates
AA ADMIN CRIMINAL JUSTICE    F	A	Associates
AA ADMIN CRIMINAL JUSTICE    W	A	Associates
AA ADMIN CRIMINAL JUSTICE   FA	A	Associates
AA ADMIN CRIMINAL JUSTICE   SP	A	Associates
AA ADMIN CRIMINAL JUSTICE   SU	A	Associates
AA ADMIN CRIMINAL JUSTICE   WI	A	Associates
AA ADMIN CRIMINAL JUSTICE   WN	A	Associates
AA ADMIN OF CRIMINAL JUSTICE	A	Associates
AA ADMIN OFFICE SYSTEMS	A	Associates
AA ADMIN OFFICE SYSTEMS-OFFICE	A	Associates
AA ADMIN OFFICE SYSTS W/HONORS	A	Associates
AA ADMINIST CRIMINAL JUSTICE	A	Associates
AA ADMINISTRATIVE OFFICE SYST	A	Associates
AA ADMINISTRATIVE OFFICE SYSTEMS	A	Associates
AA ADMINISTRATIVE OFFICE SYSTS	A	Associates
AA ADMN CRIMINAL JUSTICE   SPR	A	Associates
AA AND AAS	A	Associates
AA AND AAS IN MULTIMEDIA	A	Associates
AA AND CERTIFICATES IN BLDG AND CONSTRUCTION AND BVUSINESS ADMINISTRATION	A	Associates
AA ANIMATION & GRAPHICS	A	Associates
AA ANIMATION & GRAPHICS/HONORS	A	Associates
AA ANIMATION AND GRAPHICS	A	Associates
AA AOS OFFICE MANAGER W/HONORS	A	Associates
AA APPAREL OCCUPATION	A	Associates
AA APPAREL OCCUPATION       SP	A	Associates
AA APPAREL OCCUPATIONS	A	Associates
AA APPAREL OCCUPATIONS      WN	A	Associates
AA APPAREL OCCUPATIONS-DESIGN	A	Associates
AA APPAREL OCCUPATIONS/HONORS	A	Associates
AA ARTS AND SCIENCES	A	Associates
AA AS EQUIVALENCY	A	Associates
AA ASSOC IN GENERAL STUDIES  3	A	Associates
AA ASSOCIATE IN ARTS         3	A	Associates
AA ASSOCIATE IN ARTS (1.1)	A	Associates
AA ASSOCIATE IN ARTS AND SCIENCES	A	Associates
AA ASSOCIATE OF ART	A	Associates
AA BIOLOGY DTA/MRP	A	Associates
AA BIOLOGY WSUV INSTIT W/HNRS	A	Associates
AA BIOLOGY WSUV INSTITUTE	A	Associates
AA BIOMED PHOTO / HONORS    SP	A	Associates
AA BIOMEDICAL PHOTO	A	Associates
AA BIOMEDICAL PHOTO        SPR	A	Associates
AA BIOMEDICAL PHOTO / HONORSSP	A	Associates
AA BIOMEDICAL PHOTO HONORS SPR	A	Associates
AA BIOMEDICAL PHOTO/HONORS	A	Associates
AA BIOMEDICAL PHOTO/HONORS  SP	A	Associates
AA BIOMEDICAL PHOTO/HONORS SP	A	Associates
AA BIOMEDICAL PHOTOG	A	Associates
AA BIOMEDICAL PHOTOGRAPHY	A	Associates
AA BIOMEDICAL PHOTOGRAPHY   FA	A	Associates
AA BIOMEDICAL PHOTOGRAPHY   SP	A	Associates
AA BIOMEDICAL PHOTOGRAPHY   SU	A	Associates
AA BIOMEDICAL PHOTOGRAPHY   WI	A	Associates
AA BIOMEDICAL PHOTOGRAPHY SP	A	Associates
AA BIOMEDICAL TECH HONORS  SPR	A	Associates
AA BUS ADM WSUV TRSF DTA W/HNR	A	Associates
AA BUS ADMIN DTA/MRP W/HONORS	A	Associates
AA BUS ADMIN WSUV TRNSFR DTA	A	Associates
AA BUS ADMIN WSUV TRNSFR DTA WITH HIGHEST HONORS	A	Associates
AA BUS DTA/MRP W/HIGH DISTINCT	A	Associates
AA BUSINESS ADMIN	A	Associates
AA BUSINESS ADMIN DTA/MRP	A	Associates
AA BUSINESS ADMIN DTA/MRP WITH HIGHEST HONORS	A	Associates
AA BUSINESS ADMINISTRATION	A	Associates
AA BUSINESS MANAGEMENT	A	Associates
AA BUSINESS TECHNOLOGY	A	Associates
AA CERT	A	Associates
AA CERTIF	A	Associates
AA CERTIFI	A	Associates
AA CERTIFICATE	A	Associates
AA CIS-TECHNICAL SUPPORT	A	Associates
AA CIVIL ENGIN TECH	A	Associates
AA CIVIL ENGIN TECH/HONORS	A	Associates
AA CIVIL ENGIN TECHNOLOGY	A	Associates
AA CIVIL ENGIN TECHNOLOGY   WN	A	Associates
AA CIVIL ENGINEER TECH      SP	A	Associates
AA CIVIL ENGINEER TECH      WI	A	Associates
AA CIVIL ENGINEERING TECH	A	Associates
AA CIVIL ENGINEERING TECH   SP	A	Associates
AA CIVIL ENGINEERING TECH   WI	A	Associates
AA CIVIL ENGR TECH	A	Associates
AA CIVIL ENGR TECHNOLOGY	A	Associates
AA CIVIL ENGRG TECH	A	Associates
AA CIVIL ENGRG TECH.	A	Associates
AA COLL PREMAJOR - HONORS   SP	A	Associates
AA COLL PREMAJOR / HONORS	A	Associates
AA COLLEG PREMAJOR	A	Associates
AA COLLEGE P@REMAJOR        SP	A	Associates
AA COLLEGE PRAMAJOR TRACK 2 SP	A	Associates
AA COLLEGE PRE MAJOR	A	Associates
AA COLLEGE PREAMJOR         SP	A	Associates
AA COLLEGE PREMAJOR	A	Associates
AA COLLEGE PREMAJOR          F	A	Associates
AA COLLEGE PREMAJOR          W	A	Associates
AA COLLEGE PREMAJOR         FA	A	Associates
AA COLLEGE PREMAJOR         SP	A	Associates
AA COLLEGE PREMAJOR         SU	A	Associates
AA COLLEGE PREMAJOR         WI	A	Associates
AA COLLEGE PREMAJOR        SP	A	Associates
AA COLLEGE PREMAJOR        SPR	A	Associates
AA COLLEGE PREMAJOR        SU	A	Associates
AA COLLEGE PREMAJOR       FALL	A	Associates
AA COLLEGE PREMAJOR  FA	A	Associates
AA COLLEGE PREMAJOR  SP	A	Associates
AA COLLEGE PREMAJOR  SU	A	Associates
AA COLLEGE PREMAJOR - HONORS F	A	Associates
AA COLLEGE PREMAJOR - HONORS W	A	Associates
AA COLLEGE PREMAJOR - TRACK 2	A	Associates
AA COLLEGE PREMAJOR / HONORS	A	Associates
AA COLLEGE PREMAJOR /HONORS	A	Associates
AA COLLEGE PREMAJOR HONORS	A	Associates
AA COLLEGE PREMAJOR HONORS  FA	A	Associates
AA COLLEGE PREMAJOR HONORS  SP	A	Associates
AA COLLEGE PREMAJOR HONORS  SU	A	Associates
AA COLLEGE PREMAJOR HONORS SPR	A	Associates
AA COLLEGE PREMAJOR TRACK 2	A	Associates
AA COLLEGE PREMAJOR TRACK 2 FA	A	Associates
AA COLLEGE PREMAJOR TRACK 2 SP	A	Associates
AA COLLEGE PREMAJOR TRACK 2 SU	A	Associates
AA COLLEGE PREMAJOR TRACK 2 WI	A	Associates
AA COLLEGE PREMAJOR TRACK 2 WN	A	Associates
AA COLLEGE PREMAJOR W/HONORS	A	Associates
AA COLLEGE PREMAJOR WITH HONOR	A	Associates
AA COLLEGE PREMAJOR-HONORS   F	A	Associates
AA COLLEGE PREMAJOR-HONORS  FA	A	Associates
AA COLLEGE PREMAJOR-HONORS  SP	A	Associates
AA COLLEGE PREMAJOR/HONORS	A	Associates
AA COLLEGE PREMAJOR/HONORS  FA	A	Associates
AA COLLEGE PREMAJOR/HONORS  SP	A	Associates
AA COLLEGE PREMAJOR/HONORS  SU	A	Associates
AA COLLEGE PREMAJOR/HONORS  WI	A	Associates
AA COLLEGE PREMAJOR/HONORS WI	A	Associates
AA COLLEGE PREMAJOR/TRACK 2	A	Associates
AA COLLEGE PREMAJOR/TRACK 2 SP	A	Associates
AA COLLEGE PREMAJOR/TRACK 2 WI	A	Associates
AA COLLEGE PREMAJOR/TRACK2  SP	A	Associates
AA COLLEGE PREMAJOR/TRACK2  WI	A	Associates
AA COLLEGE PRMAJOR          SP	A	Associates
AA COLLEGEEPREMAJOR         WI	A	Associates
AA COMMERCIAL PRACTICES	A	Associates
AA COMPUTER INFORMATION SYSTEM	A	Associates
AA COMPUTER INFORMATION TECHNOLOGY	A	Associates
AA COMPUTOR INFORMATION SYSTEM	A	Associates
AA CRIMINAL JUSTICE	A	Associates
AA DATA PROCESS / HONORS    SP	A	Associates
AA DATA PROCESS WITH HONORS	A	Associates
AA DATA PROCESSING	A	Associates
AA DATA PROCESSING          FA	A	Associates
AA DATA PROCESSING          SP	A	Associates
AA DATA PROCESSING / HONORS	A	Associates
AA DATA PROCESSING / HONORS FA	A	Associates
AA DATA PROCESSING / HONORS SP	A	Associates
AA DATA PROCESSING / HONORS SU	A	Associates
AA DATA PROCESSING WITH HONORS	A	Associates
AA DATA PROCESSING/HONORS	A	Associates
AA DATA PROCESSING/HONORS   FA	A	Associates
AA DATA PROCESSING/HONORS   SP	A	Associates
AA DATABASE ADMIN/HONORS	A	Associates
AA DATABASE ADMINISTRATION	A	Associates
AA DEGREE	A	Associates
AA DEGREE A&S	A	Associates
AA DEGREE A&S BIOLOGY	A	Associates
AA DEGREE A&S CHEMISTRY	A	Associates
AA DEGREE ADMIN ASSIST	A	Associates
AA DEGREE B&CT	A	Associates
AA DEGREE B&CT ACCTG	A	Associates
AA DEGREE B&CT BANKING	A	Associates
AA DEGREE B&CT EQU MGMT	A	Associates
AA DEGREE B&CT MGMT	A	Associates
AA DEGREE CHEM LAB TECH	A	Associates
AA DEGREE CIS SPEC	A	Associates
AA DEGREE CONSTR TRADES	A	Associates
AA DEGREE DATA PROC	A	Associates
AA DEGREE EXEC SECR	A	Associates
AA DEGREE IN DRAFTING AND DRAFTING CERTIFICATE	A	Associates
AA DEGREE INDUST ELECT	A	Associates
AA DEGREE LAW ENF&CORR	A	Associates
AA DEGREE MED LAB TECH	A	Associates
AA DEGREE OFC INFO SPEC	A	Associates
AA DEGREE OFFICE TECH	A	Associates
AA DEGREE PROF PHOTO	A	Associates
AA DEGREE PROF SECRETARY	A	Associates
AA DEGREE REGIS NURSING	A	Associates
AA DEGREE SECR SCIENCE	A	Associates
AA DEGREE: GENERAL LIBERAL ARTS AND SCIENCES	A	Associates
AA DENTAL HYGIENE	A	Associates
AA DENTAL HYGIENE DTA W/HNRS	A	Associates
AA DENTAL HYGIENE DTA W/HONORS	A	Associates
AA DIAG ULTRA TECH / HONORS SP	A	Associates
AA DIAG ULTRASOUND / HONORS SP	A	Associates
AA DIAG ULTRASOUND TECH	A	Associates
AA DIAG ULTRASOUND TECH     FA	A	Associates
AA DIAG ULTRASOUND TECH     SP	A	Associates
AA DIAG ULTRASOUND TECH    SP	A	Associates
AA DIAG ULTRASOUND TECH SP	A	Associates
AA DIAG ULTRASOUND TEDH     SP	A	Associates
AA DIAGNOS ULTRASOUND TECH	A	Associates
AA DIAGNOS ULTRASOUND TECH  SP	A	Associates
AA DIAGNOS ULTRASOUND TECH SP	A	Associates
AA DIAGNOS UNLTRASOUND TECH	A	Associates
AA DIAGNOS UNTRASOUND TECH  SP	A	Associates
AA DIAGNOSTIC ULTRA SOUND   SP	A	Associates
AA DIAGNOSTIC ULTRASOUND	A	Associates
AA DIAGNOSTIC ULTRASOUND    SP	A	Associates
AA DIAGNOSTIC ULTRASOUND TECH	A	Associates
AA DIGITAL GAMING	A	Associates
AA DIGITAL MEDIA ARTS	A	Associates
AA DIGITAL VIDEO	A	Associates
AA DIGITAL VIDEO PRODUCTION	A	Associates
AA DIGITAL VIDEO PRODUCTIONS	A	Associates
AA DRAFTING TECH	A	Associates
AA DRAFTING TECH / HONORS	A	Associates
AA DRAFTING TECH / HONORS   FA	A	Associates
AA DRAFTING TECHNOL	A	Associates
AA DRAFTING TECHNOLOGY	A	Associates
AA DRAFTING TECHNOLOGY      FA	A	Associates
AA DRAFTING TECHNOLOGY      SP	A	Associates
AA DRAFTING TECHNOLOGY      SU	A	Associates
AA DRAFTING TECHNOLOGY    FALL	A	Associates
AA DRAFTING TECHNOLOGY/HONORS	A	Associates
AA DTA	A	Associates
AA E-COMMERCE SPECIALIST	A	Associates
AA EARLY CHILD EDUACTION    WI	A	Associates
AA EARLY CHILD EDUC	A	Associates
AA EARLY CHILD EDUC         SU	A	Associates
AA EARLY CHILD EDUC / HONORS	A	Associates
AA EARLY CHILD EDUC / HONORSSP	A	Associates
AA EARLY CHILD EDUC HONORS	A	Associates
AA EARLY CHILD EDUC WITH HONOR	A	Associates
AA EARLY CHILD EDUC/HONORS	A	Associates
AA EARLY CHILD EDUC/HONORS  SP	A	Associates
AA EARLY CHILD EDUC/HONORS  WN	A	Associates
AA EARLY CHILD EDUCATION	A	Associates
AA EARLY CHILD EDUCATION    FA	A	Associates
AA EARLY CHILD EDUCATION    SP	A	Associates
AA EARLY CHILD EDUCATION    SU	A	Associates
AA EARLY CHILD EDUCATION    WI	A	Associates
AA EARLY CHILD EDUCATION SP	A	Associates
AA EARLY CHILD SPEC EDUC	A	Associates
AA EARLY CHILD SPEC EDUC    SP	A	Associates
AA EARLY CHILD SPEC EDUC    SU	A	Associates
AA EARLY CHILD SPEC EDUCATION	A	Associates
AA EARLY CHILD SPECIAL EDUC	A	Associates
AA EARLY CHILD SPECIAL EDUC SP	A	Associates
AA EARLY CHILD SPECIAL EDUC WN	A	Associates
AA EARLY CHILDHD ED        SPR	A	Associates
AA EARLY CHILDHD ED HONORS SPR	A	Associates
AA EARLY CHILDHD ED W/HONORS	A	Associates
AA EARLY CHILDHOOD ED HONORSPR	A	Associates
AA EARLY CHILDHOOD EDU/HONORS	A	Associates
AA EARLY CHILDHOOD EDUC	A	Associates
AA EARLY CHILDHOOD EDUC     FA	A	Associates
AA EARLY CHILDHOOD EDUC     SP	A	Associates
AA EARLY CHILDHOOD EDUC     SU	A	Associates
AA EARLY CHILDHOOD EDUC     WI	A	Associates
AA EARLY CHILDHOOD EDUC     WN	A	Associates
AA EARLY CHILDHOOD EDUC    SPR	A	Associates
AA EARLY CHILDHOOD EDUC   FALL	A	Associates
AA EARLY CHILDHOOD EDUCATION	A	Associates
AA EARLY CHILDHOOD EDUCTN	A	Associates
AA EARLY CHILDHOOD SP ED/HNRS	A	Associates
AA EARLY CHILDHOOD SPEC EDUC	A	Associates
AA EARLY-CHILDHOOD SPECIAL ED	A	Associates
AA ED ELM	A	Associates
AA EDUCATION PARAPROFESSIONAL	A	Associates
AA ELECTRONEURODIAG TECH	A	Associates
AA ELECTRONIC TECHNOLOGY	A	Associates
AA ELEM EDUC WSUV TRANSFER DTA	A	Associates
AA ELEM EDUC WSUV TRANSFER DTA WITH HIGHEST HONORS	A	Associates
AA ELEM EDUC WSUV TRANSFER DTA WITH HONORS	A	Associates
AA ELEMENTARY EDUC DTA/MRP	A	Associates
AA ELEMENTARY EDUC WSUV DTA	A	Associates
AA ELEMENTARY EDUC WSUV DTA W/HONORS	A	Associates
AA ELEMENTARY EDUC WSUV DTA WITH HIGHEST HONORS	A	Associates
AA ELEMENTARY EDUC WSUV DTA WITH HONORS	A	Associates
AA ELEMENTARY EDUCATION	A	Associates
AA ENGINEERING	A	Associates
AA ENGINEERING TECH        SPR	A	Associates
AA ENGINEERING TECHNOLOGY    F	A	Associates
AA ENGINEERING TECHNOLOGY    W	A	Associates
AA ENV HORT / LAND DESIGN   SP	A	Associates
AA ENV HORT / LANDS DESIGN	A	Associates
AA ENV HORT / TURF MANAGE   SP	A	Associates
AA ENV HORTICULTURE	A	Associates
AA ENVIR HORT / LAND DESIGN SP	A	Associates
AA ENVIR HORT / LAND MANAGE SP	A	Associates
AA ENVIR HORT / TURF MANAGE SP	A	Associates
AA ENVIR HORT LANDSC DES/HONOR	A	Associates
AA ENVIR HORT LANDSCAPE DES WI	A	Associates
AA ENVIR HORT/LAND/ENVI MAN SP	A	Associates
AA ENVIR HORT/LAND/ENVIR MANAG	A	Associates
AA ENVIR HORTICULTURE       SP	A	Associates
AA ENVIRO HORT	A	Associates
AA ENVIRON HORT	A	Associates
AA ENVIRON HORT - LANDSCAPE	A	Associates
AA ENVIRON HORT - LANDSCAPE &	A	Associates
AA ENVIRON HORT/LAND DESIGN SP	A	Associates
AA ENVIRON HORT/LAND DESIGN WN	A	Associates
AA ENVIRON HORT/LAND MANAGE WN	A	Associates
AA ENVIRON HORT/TURF MANAGE SP	A	Associates
AA ENVIRON HORTICUL	A	Associates
AA ENVIRON HORTICULT	A	Associates
AA ENVIRON HORTICULT HONOR SPR	A	Associates
AA ENVIRON HORTICULTURAL    SP	A	Associates
AA ENVIRON HORTICULTURE	A	Associates
AA ENVIRON HORTICULTURE     FA	A	Associates
AA ENVIRON HORTICULTURE     SP	A	Associates
AA ENVIRON HORTICULTURE     SU	A	Associates
AA ENVIRON HORTICULTURE     WI	A	Associates
AA ENVIRON HORTICULTURE    SPR	A	Associates
AA ENVIRON HORTICULTURE /   SU	A	Associates
AA ENVIRON HORTICULTURE SP	A	Associates
AA ENVIRON HORTICUTR       SPR	A	Associates
AA ENVIRON HORTICUTR HONOR SPR	A	Associates
AA ENVIRON HORTICUTR/HONORS	A	Associates
AA ENVIRON HORTOCUL	A	Associates
AA ENVIRONMENTAL HORT	A	Associates
AA ENVIRONMENTAL HORTICULT  SP	A	Associates
AA ENVIRONMENTAL HORTICULT FA	A	Associates
AA ENVIRONMENTAL HORTICULTURE	A	Associates
AA ENVIRONMENTL HORTICULTR SPR	A	Associates
AA FASH MERCH WITH HONORS   FA	A	Associates
AA FASHION MDSE            SPR	A	Associates
AA FASHION MDSE HONORS     SPR	A	Associates
AA FASHION MDSG	A	Associates
AA FASHION MERCH	A	Associates
AA FASHION MERCH/HONORS	A	Associates
AA FASHION MERCHAND	A	Associates
AA FASHION MERCHANDISING	A	Associates
AA FASHION MERCHANDISING     F	A	Associates
AA FASHION MERCHANDISING     W	A	Associates
AA FASHION MERCHANDISING    FA	A	Associates
AA FASHION MERCHANDISING    SP	A	Associates
AA FASHION MERCHANDISING    SU	A	Associates
AA FASHION MERCHANDISING    WI	A	Associates
AA FASHION MERCHANDISING   SPR	A	Associates
AA FASHION MERCHANDISING  FALL	A	Associates
AA FIRE COMM & ADMIN/HONORS	A	Associates
AA FIRE COMM/ADMIN / HONORS	A	Associates
AA FIRE COMMAND & ADMIN/HONORS	A	Associates
AA FIRE COMMAND & ADMINIST	A	Associates
AA FIRE COMMAND & ADMINISTRATN	A	Associates
AA FIRE COMMAND AND ADMIN	A	Associates
AA FIRE COMMAND AND ADMIN   SP	A	Associates
AA FIRE COMMAND AND ADMIN   WN	A	Associates
AA FIRE COMMAND/ADMINISTRATION	A	Associates
AA FIRE COMMNAD AND ADMIN   SP	A	Associates
AA FIRE INVEST & FIRE PREV SPE	A	Associates
AA FIRE INVESTIGATION	A	Associates
AA FIRE INVESTIGATION/HONORS	A	Associates
AA FIRE OFFICER	A	Associates
AA FIRE PREV SPECIALIST/HONORS	A	Associates
AA FIRE PREVENTION SPEC/HONORS	A	Associates
AA FIRE PREVENTION SPECIALIST	A	Associates
AA FIRE SCIENCE	A	Associates
AA FIRE SCIENCE/HONORS	A	Associates
AA FOOD SERVICE MANAGEMENT  SU	A	Associates
AA FOOD SERVICE MGT	A	Associates
AA FOOD SERVICES	A	Associates
AA GEN BUS MANAGE/WITH HONORS	A	Associates
AA GEN BUSINESS MANAGE      SU	A	Associates
AA GEN BUSINESS MGMT	A	Associates
AA GEN EDUC PROG	A	Associates
AA GEN EDUC PROGRAM	A	Associates
AA GEN STUDIES	A	Associates
AA GEN STUDIES SOC/NAV	A	Associates
AA GENER STUDIES WITH HONOR SU	A	Associates
AA GENERAL	A	Associates
AA GENERAL BUS MANAGEMENT   SP	A	Associates
AA GENERAL BUS MGMT	A	Associates
AA GENERAL BUS MGMT/HONORS	A	Associates
AA GENERAL BUS MGMT/HONORS  SP	A	Associates
AA GENERAL BUSINES MANAGE   FA	A	Associates
AA GENERAL BUSINESS	A	Associates
AA GENERAL BUSINESS MANAGE	A	Associates
AA GENERAL BUSINESS MANAGE   F	A	Associates
AA GENERAL BUSINESS MANAGE   W	A	Associates
AA GENERAL BUSINESS MANAGE  FA	A	Associates
AA GENERAL BUSINESS MANAGE  SP	A	Associates
AA GENERAL BUSINESS MANAGE  SU	A	Associates
AA GENERAL BUSINESS MANAGE  WI	A	Associates
AA GENERAL BUSINESS MANAGE  WN	A	Associates
AA GENERAL BUSINESS MANAGEMENT	A	Associates
AA GENERAL BUSINESS MGMT    SP	A	Associates
AA GENERAL BUSINESS MGMT   SPR	A	Associates
AA GENERAL BUSINESS MGT    SPR	A	Associates
AA GENERAL EDUC PROGRAM	A	Associates
AA GENERAL EDUCATION	A	Associates
AA GENERAL EDUCATION PROG	A	Associates
AA GENERAL SRUDIES          WN	A	Associates
AA GENERAL ST HIGH HON	A	Associates
AA GENERAL STUDIES	A	Associates
AA GENERAL STUDIES           F	A	Associates
AA GENERAL STUDIES          FA	A	Associates
AA GENERAL STUDIES          SP	A	Associates
AA GENERAL STUDIES          SU	A	Associates
AA GENERAL STUDIES          WI	A	Associates
AA GENERAL STUDIES          WN	A	Associates
AA GENERAL STUDIES         SPR	A	Associates
AA GENERAL STUDIES        FALL	A	Associates
AA GENERAL STUDIES  SOCNAV	A	Associates
AA GENERAL STUDIES - HONORS	A	Associates
AA GENERAL STUDIES - HONORS SP	A	Associates
AA GENERAL STUDIES / HONORS	A	Associates
AA GENERAL STUDIES / HONORS FA	A	Associates
AA GENERAL STUDIES / HONORS SP	A	Associates
AA GENERAL STUDIES / HONORS SU	A	Associates
AA GENERAL STUDIES /HONORS  SP	A	Associates
AA GENERAL STUDIES SOC/NAV	A	Associates
AA GENERAL STUDIES SOCNAV	A	Associates
AA GENERAL STUDIES W/HONORS	A	Associates
AA GENERAL STUDIES W/HONORS WI	A	Associates
AA GENERAL STUDIES WITH HONORS	A	Associates
AA GENERAL STUDIES-WITH HONORS	A	Associates
AA GENERAL STUDIES/HIGH DISTIN	A	Associates
AA GENERAL STUDIES/HONORS	A	Associates
AA GENERAL STUDIES/HONORS   FA	A	Associates
AA GENERAL STUDIES/HONORS   SP	A	Associates
AA GENERAL STUDIES/HONORS   SU	A	Associates
AA GENERAL STUDIES/HONORS   WI	A	Associates
AA GENERAL STUDIES/WITH HONORS	A	Associates
AA GENEREAL BUSINESS MANAGE SP	A	Associates
AA GENL STUDIES	A	Associates
AA GENREAL STUDIES          FA	A	Associates
AA GENRL BUSINESS MNGMT/HONORS	A	Associates
